2019-01-09,151.2900,153.5700,149.6400,153.5300,153.5300,22058345
2019-01-08,149.5600,151.8200,148.5200,150.7500,150.7500,40590480
2019-01-07,148.7000,148.8300,145.9000,147.9300,147.9300,54777764
2019-01-04,144.5300,148.5499,143.8000,148.2600,148.2600,58607070
2019-01-03,143.9800,145.7200,142.0000,142.1900,142.1900,91312195
2019-01-02,154.8900,158.8500,154.2300,157.9200,157.9200,37039737
2018-12-31,158.5300,159.3600,156.4800,157.7400,157.7400,35003466
2018-12-28,157.5000,158.5200,154.5500,156.2300,156.2300,42291424
2018-12-27,155.8400,156.7700,150.0700,156.1500,156.1500,53117065
2018-12-26,148.3000,157.2300,146.7200,157.1700,157.1700,58582544
2018-12-24,148.1500,151.5500,146.5900,146.8300,146.8300,37169232
2018-12-21,156.8600,158.1600,149.6300,150.7300,150.7300,95744384
2018-12-20,160.4000,162.1100,155.3000,156.8300,156.8300,64772960
2018-12-19,166.0000,167.4500,159.0900,160.8900,160.8900,49047297
2018-12-18,165.3800,167.5300,164.3900,166.0700,166.0700,33841518
2018-12-17,165.4500,168.3500,162.7300,163.9400,163.9400,44287922
2018-12-14,169.0000,169.0800,165.2800,165.4800,165.4800,40703710
2018-12-13,170.4900,172.5700,169.5500,170.9500,170.9500,31897827
2018-12-12,170.4000,171.9200,169.0200,169.1000,169.1000,35627674
2018-12-11,171.6600,171.7900,167.0000,168.6300,168.6300,47281665
2018-12-10,165.0000,170.0900,163.3300,169.6000,169.6000,62025994
2018-12-07,173.4900,174.4900,168.3000,168.4900,168.4900,42281631
2018-12-06,171.7600,174.7800,170.4200,174.7200,174.7200,43098410
2018-12-04,180.9500,182.3899,176.2700,176.6900,176.6900,41344282
2018-12-03,184.4600,184.9400,181.2100,184.8200,184.8200,40798002
2018-11-30,180.2900,180.3300,177.0300,178.5800,178.5800,39531549
2018-11-29,182.6600,182.8000,177.7000,179.5500,179.5500,41769992
2018-11-28,176.7300,181.2900,174.9300,180.9400,180.9400,46062539
2018-11-27,171.5100,174.7700,170.8800,174.2400,174.2400,41387377
2018-11-26,174.2400,174.9500,170.2600,174.6200,174.6200,44998520
2018-11-23,174.9400,176.5950,172.1000,172.2900,172.2900,23623972
2018-11-21,179.7300,180.2700,176.5500,176.7800,176.7800,31124210
2018-11-20,178.3700,181.4700,175.5100,176.9800,176.9800,67825247
2018-11-19,190.0000,190.7000,184.9900,185.8600,185.8600,41920872
2018-11-16,190.5000,194.9695,189.4600,193.5300,193.5300,36928253
2018-11-15,188.3900,191.9700,186.9000,191.4100,191.4100,46478801
2018-11-14,193.9000,194.4800,185.9300,186.8000,186.8000,60800957
2018-11-13,191.6300,197.1800,191.4501,192.2300,192.2300,46882936
2018-11-12,199.0000,199.8500,193.7900,194.1700,194.1700,51135518
2018-11-09,205.5500,206.0100,202.2500,204.4700,204.4700,34365750
2018-11-08,209.9800,210.1200,206.7500,208.4900,208.4900,25362636
2018-11-07,205.9700,210.0600,204.1300,209.9500,209.2175,33424434
2018-11-06,201.9200,204.7200,201.6900,203.7700,203.0590,31882881
2018-11-05,204.3000,204.3900,198.1700,201.5900,200.8866,66163669
2018-11-02,209.5500,213.6500,205.4300,207.4800,206.7561,91328654
2018-11-01,219.0500,222.3600,216.8100,222.2200,221.4446,58323180
2018-10-31,216.8800,220.4500,216.6200,218.8600,218.0964,38358933
2018-10-30,211.1500,215.1800,209.2700,213.3000,212.5558,36659990
2018-10-29,219.1900,219.6900,206.0900,212.2400,211.4995,45935520
2018-10-26,215.9000,220.1900,212.6700,216.3000,215.5453,47258375
2018-10-25,217.7100,221.3800,216.7500,219.8000,219.0331,29855768
2018-10-24,222.6000,224.2300,214.5400,215.0900,214.3395,40925163
2018-10-23,215.8300,223.2500,214.7000,222.7300,221.9529,38767846
2018-10-22,219.7900,223.3600,218.9400,220.6500,219.8801,28792082
2018-10-19,218.0600,221.2600,217.4300,219.3100,218.5448,33078726
2018-10-18,217.8600,219.7400,213.0000,216.0200,215.2663,32581315
2018-10-17,222.3000,222.6400,219.3400,221.1900,220.4182,22885397
2018-10-16,218.9300,222.9900,216.7627,222.1500,221.3749,29183963
2018-10-15,221.1600,221.8300,217.2700,217.3600,216.6016,30791007
2018-10-12,220.4200,222.8800,216.8400,222.1100,221.3350,40337851
2018-10-11,214.5200,219.5000,212.3200,214.4500,213.7018,53124392
2018-10-10,225.4600,226.3500,216.0500,216.3600,215.6051,41990554
2018-10-09,223.6400,227.2700,222.2462,226.8700,226.0784,26891029
2018-10-08,222.2100,224.8000,220.2000,223.7700,222.9892,29663923
2018-10-05,227.9600,228.4100,220.5800,224.2900,223.5074,33580463
2018-10-04,230.7800,232.3500,226.7300,227.9900,227.1945,32042000
2018-10-03,230.0500,233.4700,229.7800,232.0700,231.2603,28654799
2018-10-02,227.2500,230.0000,226.6300,229.2800,228.4800,24788170
2018-10-01,227.9500,229.4200,226.3500,227.2600,226.4671,23600802
2018-09-28,224.7900,225.8400,224.0200,225.7400,224.9524,22929364
2018-09-27,223.8200,226.4400,223.5400,224.9500,224.1651,30181227
2018-09-26,221.0000,223.7500,219.7600,220.4200,219.6509,23984706
2018-09-25,219.7500,222.8200,219.7000,222.1900,221.4147,24554379
2018-09-24,216.8200,221.2600,216.6300,220.7900,220.0196,27693358
2018-09-21,220.7800,221.3600,217.2900,217.6600,216.9006,96246748
2018-09-20,220.2400,222.2800,219.1500,220.0300,219.2623,26608794
2018-09-19,218.5000,219.6200,215.3000,218.3700,217.6081,27123833
2018-09-18,217.7900,221.8500,217.1200,218.2400,217.4785,31571712
2018-09-17,222.1500,222.9500,217.2700,217.8800,217.1198,37195133
2018-09-14,225.7500,226.8400,222.5220,223.8400,223.0590,31999289
2018-09-13,223.5200,228.3500,222.5700,226.4100,225.6200,41706377
2018-09-12,224.9400,225.0000,219.8400,221.0700,220.2987,49278740
2018-09-11,218.0100,224.2990,216.5600,223.8500,223.0690,35749049
2018-09-10,220.9500,221.8500,216.4700,218.3300,217.5682,39516453
2018-09-07,221.8500,225.3700,220.7100,221.3000,220.5279,37619810
2018-09-06,226.2300,227.3500,221.3000,223.1000,222.3216,34289976
2018-09-05,228.9900,229.6700,225.1000,226.8700,226.0784,33332960
2018-09-04,228.4100,229.1800,226.6300,228.3600,227.5632,27390132
2018-08-31,226.5100,228.8700,226.0000,227.6300,226.8358,43340134
2018-08-30,223.2500,228.2600,222.4000,225.0300,224.2448,48793824
